koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_time0bk,koi_impact,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period_err,koi_time0bk_err,koi_impact_err,koi_duration_err,koi_depth_err,koi_prad_err,koi_insol_err,koi_steff_err,koi_slogg_err,koi_srad_err,koi_period_log,koi_duration_log,koi_depth_log,koi_prad_log,koi_teq_log,koi_insol_log,koi_model_snr_log,depth_to_snr_ratio,planet_to_star_radius_ratio,koi_disposition
0.998,0.0,0.0,0.0,0.0,208.93203,0.355,1.0,5468.0,4.367,1.046,15.4,0.00010687211890853478,0.002008183258569795,0.357246413557925,0.12445079348883235,31.96122650963195,1.840244548966251,16.09363849475935,243.50770008359078,0.24161539686038222,0.3488524043202225,3.7480815733590425,2.4509102660296924,7.935265330157098,1.8718021769015913,6.248042874508429,2.8746939451769347,4.956531035103055,19.795180582599713,5.258121168144199,1
1.0,0.0,0.0,0.0,0.0,171.63257,0.023,1.0,5592.0,4.582,0.787,15.317,2.1552614690565968e-05,0.0018809040379562164,0.4236248340218028,0.07325626253092632,39.88082245892128,0.5909314681077663,63.80678725652938,214.96046148071045,0.14843180252223576,0.18409236811991964,2.235792858685056,1.1790856728179864,6.949472872334005,1.2584609896100056,6.673297967767654,4.531523645819793,3.7932394694381792,23.999999447004623,3.2020289681969905,1
1.0,0.0,0.0,0.0,0.0,169.752585,0.597,1.0,6174.0,4.417,1.103,15.506,4.430731090914906e-06,0.0008669129137347073,0.4357912344230893,0.05119453095790604,18.809040379562166,1.5276452467768817,574.1692786104113,295.0423698386386,0.21733844574764033,0.3801946869697156,1.63423656271935,1.428970635400327,7.3053898079751125,1.691939133945844,7.126087273299125,6.339212261646723,4.864452783918174,11.565318728107941,4.0163154883812435,1
1.0,0.0,0.0,0.0,0.0,170.9676846,0.105,1.0,5532.0,4.452,0.955,15.052,2.333452377915607e-07,6.590235200658624e-05,0.2895807314031788,0.009418662325404814,15.556349186104045,1.8388311504866346,208.74730680897417,111.19802156513397,0.12503199590504824,0.14405901568454507,1.3393350572025033,1.2544387065189475,9.73002662417437,2.580974118534234,7.106606137727303,6.257916599022385,7.249783481174031,11.951947674188265,12.785326926359241,1
0.0,0.0,1.0,1.0,0.0,186.67608,0.812,1.0,5040.0,4.628,0.705,15.716,8.703070262844026e-05,0.00193747258045114,0.010816653826391968,0.1470782104868019,62.64966081312811,1.0816653826391966,3.8478695404080425,203.21663317750347,0.07615773105863909,0.10373041983911951,3.553452966072751,2.7447677840373728,9.048374230839235,2.1210632163706555,6.066108090103747,2.209372711271867,5.46848199307136,36.017365370532126,10.411332749882623,2
1.0,0.0,0.0,0.0,0.0,170.36571,0.151,1.0,5880.0,4.518,0.917,15.242,1.270246621723514e-05,0.0027011479041326118,0.3394362974108691,0.09574225817265852,19.516147160748712,0.5758472019555188,363.7802083676351,248.0181444975347,0.20132560691576223,0.2797284397411175,1.5454155458525114,1.2962875933322735,6.058422015232863,1.0612565021243408,7.045776576879511,6.016132769157005,3.6000482404073204,11.985954719495654,2.0610664546712596,1
1.0,0.0,0.0,0.0,0.0,171.015,0.405,1.0,5714.0,4.428,1.015,15.367,8.635188011850118e-06,0.0015697770542341357,0.4070700185471782,0.059821233688381915,21.496046148071045,0.5323532661682466,151.53962023180605,108.89444430272832,0.1328834075421006,0.16776471619503308,1.692167190443588,1.423108334242607,6.919585030735714,1.4469189829363254,7.007600613951853,5.86428437131023,4.278054044290903,14.218002612967616,3.2019672887021793,1
1.0,0.0,0.0,0.0,0.0,133.84992,0.911,2.0,5714.0,4.428,1.015,15.367,3.4153257531310245e-05,0.002588010819142764,0.6560617349000016,0.10323759005323593,42.00214280248092,0.6488451279003333,42.99995930230632,108.89444430272832,0.1328834075421006,0.16776471619503308,2.51603136612256,1.2879922098295105,6.931959967678955,1.599387576580599,6.693323668269949,4.611947170267115,3.6609942506244004,27.00527633231461,3.8916217816534178,1
1.0,0.0,0.0,0.0,0.0,176.05459,0.602,1.0,5129.0,4.595,0.763,15.234,8.094958431023597e-05,0.002489015869776647,0.4683118619040094,0.09093393206059,51.33595231414335,0.4652956049652736,6.866512943263124,217.78888860545663,0.08919641248391104,0.11676472069936192,3.3103360200745753,1.5201694446759182,7.321122416986156,1.4036429994545037,6.194405391104672,2.673458756332591,3.8958936234982624,31.346472378703893,4.023585814435367,1
1.0,0.0,0.0,0.0,0.0,136.279194,0.866,1.0,5854.0,4.406,1.012,12.882,2.2415284963613556e-05,0.001353402379191052,0.6211811330038928,0.06915504320004434,8.909545442950499,0.4825971404805462,44.479892086200024,157.20687007888682,0.14212670403551894,0.18527007313648905,2.679018346286148,1.4710719951622897,6.239690878789655,1.2919836816486494,6.666956792429207,4.5065645822339695,4.493120682179469,5.788461472981204,2.6086930744139583,1
1.0,0.0,0.0,0.0,0.0,139.00492,0.898,2.0,5779.0,4.339,1.087,12.791,1.9883842686965715e-05,0.002248599564173221,0.6991208765299459,0.05430580079512685,6.222539674441618,0.34713109915419565,118.24880379944652,155.05160431288675,0.17055204484262276,0.21169081227110448,2.0950618900841347,1.3866442998841786,5.264760583019194,1.0260415958332743,6.905753276311464,5.456645024927341,3.8732821771117156,4.08492560329245,1.6467326157013658,1
0.014,0.0,1.0,0.0,0.0,169.9717797,0.137,1.0,6108.0,4.469,0.956,15.27,9.927779207859127e-07,0.00010352043276571055,0.4121795725166399,0.018243354954612927,53.45727265770299,4.98691287270993,205.0423565998011,271.82715096178305,0.22135943621178655,0.3171766069558094,2.133296477734989,1.1962833158415558,10.104262787988329,2.7744619666214616,6.875232087276577,5.3364798276423855,6.7293460590080985,29.255624665802266,15.721740876840087,2
1.0,0.0,0.0,0.0,0.0,172.72782,0.001,2.0,4126.0,4.661,0.615,15.095,7.380780582025183e-05,0.0035072496346852757,0.4370011441632619,0.11285424227737298,59.39696961966999,0.13453624047073712,2.0106217943710845,115.96551211459379,0.03111269837220809,0.0396232255123179,2.8556020064556087,1.3925000658413949,7.028290080610875,1.0986122886681098,6.073044534100405,2.2353763433005955,3.3978584803966405,38.999998650519075,3.2520272324760446,1
1.0,0.0,0.0,0.0,0.0,176.3759,0.041,1.0,4126.0,4.661,0.615,15.095,2.111420848623031e-05,0.0020788939366884495,0.4110498753192853,0.07311484117468901,53.315851301465685,0.14212670403551894,5.352476062534049,115.96551211459379,0.03111269837220809,0.0396232255123179,2.183510557460611,1.1250919214724884,7.175566221791506,1.1505720275988207,6.317164686747284,3.1432898379116057,3.681351187693145,33.749353133091645,3.5121894110741283,1
1.0,0.0,0.0,0.0,0.0,151.60125,0.028,3.0,4126.0,4.661,0.615,15.095,0.0002558312334332929,0.005543717164502532,0.4378961063996802,0.17819090885900998,75.51900423072327,0.12727922061357855,0.6935416353759881,115.96551211459379,0.03111269837220809,0.0396232255123179,3.62288387464892,1.6108369333478076,7.0240260606475236,1.095273387402595,5.808142489980444,1.355835153635182,3.122364924487357,51.71889162585752,3.235767096313664,1
1.0,0.0,0.0,0.0,0.0,171.793255,0.558,1.0,5497.0,4.577,0.809,15.523,1.323703894381217e-06,0.00027577164466275353,0.19773972792537162,0.04949747468305833,26.16295090390226,1.3261975720080323,175.1702043727757,223.06277143441037,0.14018559127100047,0.17831432920547918,1.5536571215416388,1.3037276374629283,8.56168843130279,1.9487632180377197,6.931471805599453,5.5581399421207385,5.847016642742108,15.140498218017097,7.441276339584252,1
0.999,0.0,0.0,0.0,0.0,173.56469,0.911,1.0,5446.0,4.507,0.781,15.487,0.00016107892475429554,0.0031395541084682714,5.5682504433619,0.19798989873223333,325.2691193458119,1.4430869689661814,6.700283576088403,242.09502266672067,0.15646405337968206,0.14993665329064806,3.723751873761417,1.4729306677794374,8.741456115998364,2.1412419425852827,6.148468295917647,2.5087859235779435,3.634951112088381,169.5392907983932,9.615864768418989,0
1.0,0.0,0.0,0.0,0.0,170.679233,0.915,1.0,4149.0,4.698,0.564,15.135,3.7759502115361637e-06,0.0012727922061357855,0.630064282434737,0.05430580079512685,36.20386719675124,0.1562049935181331,29.561178934541836,122.494897852931,0.036124783736376884,0.04459820624195552,1.1766161725830342,0.7512273916364699,6.712591614174885,1.095273387402595,6.71295620067707,4.687671407499835,3.686376323895818,21.123392773177567,3.528362538364294,1
